,Title,Awards,Awards_won,Awards_nominated,Primetime_Awards_nominated,BAFTA_Awards_nominated,Oscar_nominated,Golden_Awards_nominated,Primetime_Awards_won,Oscar_Awards_won,Golden_Awards_won
3,Who Are You?,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0
4,Skeletons in the Closet,1 win.,1,0,0,0,0,0,0,0,0
5,Cheerleader Ninjas,1 nomination.,0,1,0,0,0,0,0,0,0
6,The Girl from Paris,3 wins & 2 nominations.,3,2,0,0,0,0,0,0,0
7,The Final Curtain,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
11,Crazy/Beautiful,5 nominations.,0,5,0,0,0,0,0,0,0
13,The Anniversary Party,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0
15,The Quiet American,Nominated for 1 Oscar. Another 13 wins & 13 nominations.,13,14,0,0,1,0,0,0,0
18,Like Cat and Mouse,5 wins & 4 nominations.,5,4,0,0,0,0,0,0,0
24,Punch-Drunk Love,Nominated for 1 Golden Globe. Another 14 wins & 34 nominations.,14,35,0,0,0,1,0,0,0
25,Romeo,3 wins & 2 nominations.,3,2,0,0,0,0,0,0,0
28,Academia de baile Gloria,1 nomination.,0,1,0,0,0,0,0,0,0
31,Return to Never Land,5 nominations.,0,5,0,0,0,0,0,0,0
34,Better Luck Tomorrow,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0
37,A Grande Família,22 wins & 44 nominations.,22,44,0,0,0,0,0,0,0
38,El lado oscuro del corazón 2,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0
39,Slap Shot 2: Breaking the Ice,1 win & 8 nominations.,1,8,0,0,0,0,0,0,0
43,Van Wilder: Party Liaison,2 nominations.,0,2,0,0,0,0,0,0,0
47,Black Box BRD,6 wins & 1 nomination.,6,1,0,0,0,0,0,0,0
50,24,Won 2 Golden Globes. Another 68 wins & 201 nominations.,70,201,0,0,0,0,0,0,2
51,Alias,Won 1 Golden Globe. Another 31 wins & 143 nominations.,32,143,0,0,0,0,0,0,1
53,According to Jim,Nominated for 4 Primetime Emmys. Another 16 nominations.,0,20,4,0,0,0,0,0,0
54,The Education of Max Bickford,3 wins & 2 nominations.,3,2,0,0,0,0,0,0,0
56,A Padroeira,3 wins & 6 nominations.,3,6,0,0,0,0,0,0,0
62,Poker,2 wins.,2,0,0,0,0,0,0,0,0
69,No Regrets,6 wins & 4 nominations.,6,4,0,0,0,0,0,0,0
72,Swept Away,7 wins & 6 nominations.,7,6,0,0,0,0,0,0,0
76,McLeod's Daughters,9 wins & 30 nominations.,9,30,0,0,0,0,0,0,0
79,The Grim Adventures of Billy & Mandy,Won 1 Primetime Emmy. Another 1 win & 6 nominations.,2,6,0,0,0,0,1,0,0
84,The Big Time,1 nomination.,0,1,0,0,0,0,0,0,0
87,Harry Potter and the Chamber of Secrets,Nominated for 3 BAFTA Film Awards. Another 11 wins & 39 nominations.,11,42,0,3,0,0,0,0,0
88,Sins of the Father,6 nominations.,0,6,0,0,0,0,0,0,0
90,Bachelors Walk,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0
91,I Spy,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0
94,The Ring,14 wins & 11 nominations.,14,11,0,0,0,0,0,0,0
97,2DTV,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
102,Black and White,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0
116,Ana y los 7,2 nominations.,0,2,0,0,0,0,0,0,0
117,Australians at War,3 wins & 3 nominations.,3,3,0,0,0,0,0,0,0
118,American Family,Nominated for 1 Golden Globe. Another 2 wins & 14 nominations.,2,15,0,0,0,1,0,0,0
121,The Ruby Princess Runs Away,2 wins.,2,0,0,0,0,0,0,0,0
134,Andy Richter Controls the Universe,Nominated for 1 Primetime Emmy. Another 1 nomination.,0,2,1,0,0,0,0,0,0
135,Crime and Punishment,3 wins & 1 nomination.,3,1,0,0,0,0,0,0,0
138,2030 CE,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
139,Ace Lightning,1 nomination.,0,1,0,0,0,0,0,0,0
146,Chechen Lullaby,2 wins.,2,0,0,0,0,0,0,0,0
150,30 by 30: Kid Flicks,1 nomination.,0,1,0,0,0,0,0,0,0
152,The Bachelor,9 wins & 8 nominations.,9,8,0,0,0,0,0,0,0
162,A Very British Murder,1 win.,1,0,0,0,0,0,0,0,0
164,The Show Must Go On,1 win.,1,0,0,0,0,0,0,0,0
166,Broken Wings,15 wins & 4 nominations.,15,4,0,0,0,0,0,0,0
167,Salvation,1 win.,1,0,0,0,0,0,0,0,0
180,Angelina Ballerina,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
181,Any Time Now,3 wins & 6 nominations.,3,6,0,0,0,0,0,0,0
184,The Adventures of Jimmy Neutron: Boy Genius,8 wins & 8 nominations.,8,8,0,0,0,0,0,0,0
185,After Hours,2 nominations.,0,2,0,0,0,0,0,0,0
190,Adventure Inc.,1 nomination.,0,1,0,0,0,0,0,0,0
191,Anja,1 win.,1,0,0,0,0,0,0,0,0
211,The Birthday,1 nomination.,0,1,0,0,0,0,0,0,0
212,9 Dead Gay Guys,2 wins.,2,0,0,0,0,0,0,0,0
213,30 Minute Meals,1 win & 3 nominations.,1,3,0,0,0,0,0,0,0
215,Santa vs. the Snowman 3D,1 win.,1,0,0,0,0,0,0,0,0
217,Silent Night,4 nominations.,0,4,0,0,0,0,0,0,0
221,Memento Mori,4 wins.,4,0,0,0,0,0,0,0,0
222,The Wedding,1 win.,1,0,0,0,0,0,0,0,0
226,A Pequena Travessa,15 nominations.,0,15,0,0,0,0,0,0,0
230,Unprecedented: The 2000 Presidential Election,2 wins.,2,0,0,0,0,0,0,0,0
240,Happy Birthday,2 wins.,2,0,0,0,0,0,0,0,0
244,15 Storeys High,1 nomination.,0,1,0,0,0,0,0,0,0
256,Annemie Hülchrath - Der Talk,1 nomination.,0,1,0,0,0,0,0,0,0
288,Abschnitt 40,7 wins & 7 nominations.,7,7,0,0,0,0,0,0,0
291,Al rojo vivo con María Celeste,1 nomination.,0,1,0,0,0,0,0,0,0
326,Hannibal: The Man Who Hated Rome,1 win.,1,0,0,0,0,0,0,0,0
345,A Guy and a Girl,1 nomination.,0,1,0,0,0,0,0,0,0
356,Promise Land,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
365,Ask Anna,1 nomination.,0,1,0,0,0,0,0,0,0
374,A Jóia de África,1 win.,1,0,0,0,0,0,0,0,0
402,La fotografia,2 wins.,2,0,0,0,0,0,0,0,0
410,Under Suspicion,4 wins & 9 nominations.,4,9,0,0,0,0,0,0,0
449,75th Annual Macy's Thanksgiving Day Parade,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
515,A Kalahari Family,1 win.,1,0,0,0,0,0,0,0,0
545,The Lord of the Rings: The Return of the King,Won 11 Oscars. Another 174 wins & 113 nominations.,185,113,0,0,0,0,0,11,0
547,The Fighting Temptations,4 wins & 11 nominations.,4,11,0,0,0,0,0,0,0
552,Once Upon a Time in Mexico,3 wins & 4 nominations.,3,4,0,0,0,0,0,0,0
553,Fear X,1 win & 5 nominations.,1,5,0,0,0,0,0,0,0
556,Scary Movie 3,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0
560,Imagining Argentina,1 nomination.,0,1,0,0,0,0,0,0,0
561,The Fog of War: Eleven Lessons from the Life of Robert S. McNamara,Won 1 Oscar. Another 11 wins & 14 nominations.,12,14,0,0,0,0,0,1,0
563,Jimmy Kimmel Live!,Won 3 Primetime Emmys. Another 44 nominations.,3,44,0,0,0,0,3,0,0
564,Dickie Roberts: Former Child Star,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
567,Around the World in 80 Days,2 nominations.,0,2,0,0,0,0,0,0,0
568,The Kiss,1 win.,1,0,0,0,0,0,0,0,0
571,Seabiscuit,Nominated for 7 Oscars. Another 6 wins & 36 nominations.,6,43,0,0,7,0,0,0,0
573,Saved!,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0
575,A Hole in One,1 nomination.,0,1,0,0,0,0,0,0,0
576,Alienated,1 nomination.,0,1,0,0,0,0,0,0,0
582,You're My Hero,2 wins.,2,0,0,0,0,0,0,0,0
584,The Door in the Floor,2 wins & 7 nominations.,2,7,0,0,0,0,0,0,0
585,A Casa das Sete Mulheres,14 wins & 22 nominations.,14,22,0,0,0,0,0,0,0
591,Fighter Pilot: Operation Red Flag,1 nomination.,0,1,0,0,0,0,0,0,0
594,Cold Turkey,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0
597,Nashville Star,1 nomination.,0,1,0,0,0,0,0,0,0
601,All of Us,12 nominations.,0,12,0,0,0,0,0,0,0
604,America's Next Top Model,5 wins & 34 nominations.,5,34,0,0,0,0,0,0,0
605,10.5,Nominated for 1 Primetime Emmy. Another 1 win & 2 nominations.,1,3,1,0,0,0,0,0,0
615,After the Game,9 nominations.,0,9,0,0,0,0,0,0,0
620,Agora É Que São Elas,8 nominations.,0,8,0,0,0,0,0,0,0
621,All About the Andersons,2 nominations.,0,2,0,0,0,0,0,0,0
623,The Brotherhood of Poland; New Hampshire,1 nomination.,0,1,0,0,0,0,0,0,0
624,The Hollow,2 nominations.,0,2,0,0,0,0,0,0,0
625,A Miami Tail,1 win.,1,0,0,0,0,0,0,0,0
626,Secret Santa,3 wins.,3,0,0,0,0,0,0,0,0
631,The Other Woman,1 nomination.,0,1,0,0,0,0,0,0,0
634,1-800-Missing,1 win & 5 nominations.,1,5,0,0,0,0,0,0,0
637,16,2 nominations.,0,2,0,0,0,0,0,0,0
638,Napoleon Dynamite,10 wins & 22 nominations.,10,22,0,0,0,0,0,0,0
642,The Ghost Club,1 nomination.,0,1,0,0,0,0,0,0,0
643,Kill Bill: Vol. 2,Nominated for 2 Golden Globes. Another 21 wins & 72 nominations.,21,74,0,0,0,2,0,0,0
655,7 días; 7 noches,1 nomination.,0,1,0,0,0,0,0,0,0
657,The Basque Ball: Skin Against Stone,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0
660,The Letter: An American Town and the 'Somali Invasion',1 win.,1,0,0,0,0,0,0,0,0
662,When I Grow Up; I'll Be a Kangaroo,1 win.,1,0,0,0,0,0,0,0,0
667,Alt und durchgeknallt,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0
668,Aquí hay tomate,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0
669,The Dr. Jekyll & Mr. Hyde Rock 'n Roll Musical,1 win.,1,0,0,0,0,0,0,0,0
670,Wolf,2 wins & 10 nominations.,2,10,0,0,0,0,0,0,0
676,5ive Days to Midnight,1 nomination.,0,1,0,0,0,0,0,0,0
680,Curse of the Ring,1 nomination.,0,1,0,0,0,0,0,0,0
681,Saw,8 wins & 10 nominations.,8,10,0,0,0,0,0,0,0
683,All Grown Up!,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0
690,Clean,2 wins & 8 nominations.,2,8,0,0,0,0,0,0,0
692,The Mystery of Natalie Wood,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0
693,Once Upon a Time in High School: The Spirit of Jeet Kune Do,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
697,Airline,1 nomination.,0,1,0,0,0,0,0,0,0
699,Glauber o Filme; Labirinto do Brasil,6 wins & 2 nominations.,6,2,0,0,0,0,0,0,0
708,55 Degrees North,1 nomination.,0,1,0,0,0,0,0,0,0
709,JoJo's Circus,1 nomination.,0,1,0,0,0,0,0,0,0
710,3 Non-Blondes,3 nominations.,0,3,0,0,0,0,0,0,0
714,The Consequences of Love,14 wins & 17 nominations.,14,17,0,0,0,0,0,0,0
716,Allá tú,3 wins & 7 nominations.,3,7,0,0,0,0,0,0,0
717,Meltdown,2 nominations.,0,2,0,0,0,0,0,0,0
740,Major League Baseball 2005,1 nomination.,0,1,0,0,0,0,0,0,0
764,In the Darkness of the Night,5 wins & 2 nominations.,5,2,0,0,0,0,0,0,0
765,Adoption Stories,1 win.,1,0,0,0,0,0,0,0,0
776,Alarm für Cobra 11 - Einsatz für Team 2,1 win.,1,0,0,0,0,0,0,0,0
782,Lucky Jack: Three Attempts to Stop Smoking,1 nomination.,0,1,0,0,0,0,0,0,0
783,Scooby-Doo and the Loch Ness Monster,1 nomination.,0,1,0,0,0,0,0,0,0
794,The Wedding,13 wins & 7 nominations.,13,7,0,0,0,0,0,0,0
810,Afers exteriors,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
816,Mothers; Fathers; and Other Strangers,1 win.,1,0,0,0,0,0,0,0,0
829,Anal Surprise Party,1 nomination.,0,1,0,0,0,0,0,0,0
835,Eye of the Beholder,3 nominations.,0,3,0,0,0,0,0,0,0
837,Tails from the Toilet,3 nominations.,0,3,0,0,0,0,0,0,0
840,59 segundos,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0
846,Love Hurts,2 wins.,2,0,0,0,0,0,0,0,0
867,Close Encounters with Keith Barry,1 nomination.,0,1,0,0,0,0,0,0,0
868,Muttertag,1 win.,1,0,0,0,0,0,0,0,0
871,Star Wars: Knights of the Old Republic II - The Sith Lords,2 nominations.,0,2,0,0,0,0,0,0,0
874,A Escrava Isaura,1 win & 15 nominations.,1,15,0,0,0,0,0,0,0
877,The Uninvited Guest,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0
891,6Teen,1 win & 5 nominations.,1,5,0,0,0,0,0,0,0
892,969,3 wins & 3 nominations.,3,3,0,0,0,0,0,0,0
896,Sex Across America: The Tenth Stop Aspen,1 nomination.,0,1,0,0,0,0,0,0,0
899,Akai tsuki,5 nominations.,0,5,0,0,0,0,0,0,0
914,Sex Ed,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0
915,A Diarista,6 wins & 6 nominations.,6,6,0,0,0,0,0,0,0
916,American Latino TV,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
924,Cape Cod,1 win.,1,0,0,0,0,0,0,0,0
934,Avenzio - Schöner leben!,1 nomination.,0,1,0,0,0,0,0,0,0
947,The Shining in 30 Seconds (and Re-enacted by Bunnies),1 win.,1,0,0,0,0,0,0,0,0
983,Gold,1 nomination.,0,1,0,0,0,0,0,0,0
990,24 oras,4 nominations.,0,4,0,0,0,0,0,0,0
992,The Brother,1 nomination.,0,1,0,0,0,0,0,0,0
1000,Love Is in the Air,1 nomination.,0,1,0,0,0,0,0,0,0
1027,Alles muss raus,1 nomination.,0,1,0,0,0,0,0,0,0
1030,About Us,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0
1040,About Us,1 win.,1,0,0,0,0,0,0,0,0
1071,Who Kidnapped Shergar,1 nomination.,0,1,0,0,0,0,0,0,0
1115,Agatha Christie's Marple,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0
1180,Missy Elliott: Pass That Dutch,1 win.,1,0,0,0,0,0,0,0,0
1201,Star Wars: Episode III - Revenge of the Sith,Nominated for 1 Oscar. Another 25 wins & 51 nominations.,25,52,0,0,1,0,0,0,0
1202,Bob the Butler,1 nomination.,0,1,0,0,0,0,0,0,0
1204,Até Amanhã; Camaradas,8 wins & 20 nominations.,8,20,0,0,0,0,0,0,0
1205,Cursed,2 nominations.,0,2,0,0,0,0,0,0,0
1207,Hostage,4 nominations.,0,4,0,0,0,0,0,0,0
1208,The Upside of Anger,5 wins & 12 nominations.,5,12,0,0,0,0,0,0,0
1209,Echoes of Innocence,3 wins.,3,0,0,0,0,0,0,0,0
1212,Goal! The Dream Begins,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0
1213,Accused,7 wins & 5 nominations.,7,5,0,0,0,0,0,0,0
1214,Waqt: The Race Against Time,4 nominations.,0,4,0,0,0,0,0,0,0
1217,The Ice Harvest,2 nominations.,0,2,0,0,0,0,0,0,0
1219,Underworld: Evolution,2 wins & 6 nominations.,2,6,0,0,0,0,0,0,0
1220,The Sisterhood of the Traveling Pants,1 win & 14 nominations.,1,14,0,0,0,0,0,0,0
1221,War of the Worlds,Nominated for 3 Oscars. Another 13 wins & 40 nominations.,13,43,0,0,3,0,0,0,0
1230,Blind Man's Bluff,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0
1231,A Place of Our Own: Los Niños en Su Casa,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
1233,Miami Vice,1 win & 9 nominations.,1,9,0,0,0,0,0,0,0
1234,Basic Instinct 2,8 wins & 6 nominations.,8,6,0,0,0,0,0,0,0
1235,Kidnapped,1 nomination.,0,1,0,0,0,0,0,0,0
1238,The Descent,8 wins & 17 nominations.,8,17,0,0,0,0,0,0,0
1239,Afterlife,4 wins & 1 nomination.,4,1,0,0,0,0,0,0,0
1240,Mardi Gras: Made in China,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
1241,30 Days,4 wins & 4 nominations.,4,4,0,0,0,0,0,0,0
1242,The Real Dirt on Farmer John,5 wins.,5,0,0,0,0,0,0,0,0
1243,Aída,27 wins & 31 nominations.,27,31,0,0,0,0,0,0,0
1244,Man Exposed,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0
1245,Solo,1 nomination.,0,1,0,0,0,0,0,0,0
1246,Encantadia,3 wins.,3,0,0,0,0,0,0,0,0
1257,Help,4 wins.,4,0,0,0,0,0,0,0,0
1261,Ot 180 i vyshe,4 nominations.,0,4,0,0,0,0,0,0,0
1266,Babs Johnson and the Cavalcade of Perversion: An Exploration in Exploitation,5 wins.,5,0,0,0,0,0,0,0,0
1267,The Break-Up,2 wins & 5 nominations.,2,5,0,0,0,0,0,0,0
1268,Before the Flood,3 wins.,3,0,0,0,0,0,0,0,0
1269,Black Christmas,1 nomination.,0,1,0,0,0,0,0,0,0
1272,Lost and Found,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
1274,The Pursuit of Happyness,Nominated for 1 Oscar. Another 11 wins & 24 nominations.,11,25,0,0,1,0,0,0,0
1275,Exit,1 win.,1,0,0,0,0,0,0,0,0
1279,Abuela de verano,3 nominations.,0,3,0,0,0,0,0,0,0
1299,10.5: Apocalypse,1 nomination.,0,1,0,0,0,0,0,0,0
1300,The Cutting Edge: Going for the Gold,1 nomination.,0,1,0,0,0,0,0,0,0
1301,A Lua Me Disse,21 nominations.,0,21,0,0,0,0,0,0,0
1304,8 Out of 10 Cats,4 nominations.,0,4,0,0,0,0,0,0,0
1305,A Picture of Britain,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0
1316,The Book of Daniel,1 win.,1,0,0,0,0,0,0,0,0
1324,A Guide to Recognizing Your Saints,7 wins & 9 nominations.,7,9,0,0,0,0,0,0,0
1327,One of Those Days,1 win.,1,0,0,0,0,0,0,0,0
1330,Alma Gêmea,3 wins & 32 nominations.,3,32,0,0,0,0,0,0,0
1332,Internal Turmoil of the Plastic Kind,1 win.,1,0,0,0,0,0,0,0,0
1337,War,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0
1339,Above and Beyond,4 wins & 6 nominations.,4,6,0,0,0,0,0,0,0
1342,The 8th Plague,2 wins.,2,0,0,0,0,0,0,0,0
1351,The Pretender,4 nominations.,0,4,0,0,0,0,0,0,0
1354,Letting Go,1 win.,1,0,0,0,0,0,0,0,0
1356,Life After Tomorrow,2 wins.,2,0,0,0,0,0,0,0,0
1358,Alice; I Think,2 nominations.,0,2,0,0,0,0,0,0,0
1360,Don't Worry; I'm Fine,7 wins & 7 nominations.,7,7,0,0,0,0,0,0,0
1364,2005 World Figure Skating Championships,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0
1366,Allein gegen die Angst,2 nominations.,0,2,0,0,0,0,0,0,0
1367,The Birthday Boy,1 win.,1,0,0,0,0,0,0,0,0
1370,O Crime do Padre Amaro,2 nominations.,0,2,0,0,0,0,0,0,0
1384,Trapped in the Closet: Chapters 1-12,1 nomination.,0,1,0,0,0,0,0,0,0
1386,'Tis Autumn: The Search for Jackie Paris,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
1398,30 Rock,Won 6 Golden Globes. Another 80 wins & 310 nominations.,86,310,0,0,0,0,0,0,6
1407,Takva: A Man's Fear of God,18 wins & 7 nominations.,18,7,0,0,0,0,0,0,0
1409,10 Items or Less,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
1413,Tsunami: The Aftermath,Nominated for 3 Golden Globes. Another 3 wins & 23 nominations.,3,26,0,0,0,3,0,0,0
1415,'Til Death,1 nomination.,0,1,0,0,0,0,0,0,0
1424,Out of the Shadows,1 win.,1,0,0,0,0,0,0,0,0
1425,Singapore Dreaming,3 wins.,3,0,0,0,0,0,0,0,0
1428,The Game,5 wins & 25 nominations.,5,25,0,0,0,0,0,0,0
1455,Lights Out,3 wins.,3,0,0,0,0,0,0,0,0
1458,Alle lieben Jimmy,1 nomination.,0,1,0,0,0,0,0,0,0
1465,20 to 1,1 nomination.,0,1,0,0,0,0,0,0,0
1473,Blue Collar Comedy Tour: One for the Road,1 nomination.,0,1,0,0,0,0,0,0,0
1482,11 Cameras,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
1499,I Want to Be a Pilot,11 wins.,11,0,0,0,0,0,0,0,0
1502,The Replacements,1 nomination.,0,1,0,0,0,0,0,0,0
1505,2006 FIFA World Cup,2 nominations.,0,2,0,0,0,0,0,0,0
1514,The Somme: From Defeat to Victory,1 nomination.,0,1,0,0,0,0,0,0,0
1518,t Schaep met de 5 pooten,4 wins & 1 nomination.,4,1,0,0,0,0,0,0,0
1519,Escape,2 wins.,2,0,0,0,0,0,0,0,0
1548,Fresh Meat 21: Built Like a Brick...,1 nomination.,0,1,0,0,0,0,0,0,0
1551,Feeding Frenzy 8,1 nomination.,0,1,0,0,0,0,0,0,0
1559,Ruido,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
1575,Freundschaft,3 nominations.,0,3,0,0,0,0,0,0,0
1576,Ghosts,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0
1584,Death Note,2 wins.,2,0,0,0,0,0,0,0,0
1586,Contact,6 wins & 1 nomination.,6,1,0,0,0,0,0,0,0
1591,What Goes Around...,1 win.,1,0,0,0,0,0,0,0,0
1594,13: Game of Death,5 wins & 9 nominations.,5,9,0,0,0,0,0,0,0
1595,The Tokyo Trial,5 wins & 7 nominations.,5,7,0,0,0,0,0,0,0
1606,A Touch Away,1 win.,1,0,0,0,0,0,0,0,0
1609,Aifric,4 wins & 5 nominations.,4,5,0,0,0,0,0,0,0
1620,Ali Rap,4 nominations.,0,4,0,0,0,0,0,0,0
1621,Angie,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0
1623,Agathe kann's nicht lassen,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
1646,Quebec; Quebec,1 win.,1,0,0,0,0,0,0,0,0
1661,Execution,1 win.,1,0,0,0,0,0,0,0,0
1672,Code Geass: Lelouch of the Rebellion,4 wins.,4,0,0,0,0,0,0,0,0
1706,Ask a Ninja,1 nomination.,0,1,0,0,0,0,0,0,0
1746,Blood Bank,1 win.,1,0,0,0,0,0,0,0,0
1753,All Star Family Fortunes,1 nomination.,0,1,0,0,0,0,0,0,0
1804,Al Límite,2 nominations.,0,2,0,0,0,0,0,0,0
1898,101 East,36 wins & 20 nominations.,36,20,0,0,0,0,0,0,0
1940,Savage Grace,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
1941,30 Days of Night,12 nominations.,0,12,0,0,0,0,0,0,0
1943,The Rules,1 win.,1,0,0,0,0,0,0,0,0
1944,Run; Fatboy; Run,3 nominations.,0,3,0,0,0,0,0,0,0
1945,Go with Peace Jamil,5 wins & 6 nominations.,5,6,0,0,0,0,0,0,0
1947,Death Race,1 win & 5 nominations.,1,5,0,0,0,0,0,0,0
1948,The Tender Hook,1 win & 5 nominations.,1,5,0,0,0,0,0,0,0
1949,Theresa: The Body of Christ,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
1952,Things We Lost in the Fire,4 wins & 1 nomination.,4,1,0,0,0,0,0,0,0
1956,Sex and Death 101,1 win.,1,0,0,0,0,0,0,0,0
1957,The Chronicles of Narnia: Prince Caspian,2 wins & 19 nominations.,2,19,0,0,0,0,0,0,0
1958,Aliens vs. Predator: Requiem,4 nominations.,0,4,0,0,0,0,0,0,0
1959,Into the Wild,Nominated for 2 Oscars. Another 23 wins & 99 nominations.,23,101,0,0,2,0,0,0,0
1960,Redline,1 nomination.,0,1,0,0,0,0,0,0,0
1961,Across the River to Motor City,3 wins & 6 nominations.,3,6,0,0,0,0,0,0,0
1965,Blessed Is the Match: The Life and Death of Hannah Senesh,1 win.,1,0,0,0,0,0,0,0,0
1966,The End,1 win.,1,0,0,0,0,0,0,0,0
1971,Superbad,10 wins & 24 nominations.,10,24,0,0,0,0,0,0,0
1972,2030 - Aufstand der Alten,1 nomination.,0,1,0,0,0,0,0,0,0
1977,Chak de! India,26 wins & 18 nominations.,26,18,0,0,0,0,0,0,0
1979,Adventures in Hollyhood,1 nomination.,0,1,0,0,0,0,0,0,0
1980,La France,2 wins & 3 nominations.,2,3,0,0,0,0,0,0,0
1983,A Life Interrupted,2 nominations.,0,2,0,0,0,0,0,0,0
1987,Doubt,Nominated for 5 Oscars. Another 26 wins & 88 nominations.,26,93,0,0,5,0,0,0,0
1988,Super Amigos,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0
1990,Accident,1 win & 4 nominations.,1,4,0,0,0,0,0,0,0
1991,Dance of the Dead,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
1994,Trapped,3 nominations.,0,3,0,0,0,0,0,0,0
2007,Rock of Love with Bret Michaels,3 wins & 1 nomination.,3,1,0,0,0,0,0,0,0
2008,ABC Colombia,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
2010,4Real,1 nomination.,0,1,0,0,0,0,0,0,0
2011,Operation Homecoming: Writing the Wartime Experience,Nominated for 1 Oscar. Another 2 wins & 4 nominations.,2,5,0,0,1,0,0,0,0
2012,Tell-Tale,1 win.,1,0,0,0,0,0,0,0,0
2025,Aurora boreal,5 nominations.,0,5,0,0,0,0,0,0,0
2030,'Da Kink in My Hair,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0
2031,Tit for Tat,1 nomination.,0,1,0,0,0,0,0,0,0
2032,Witless Protection,4 nominations.,0,4,0,0,0,0,0,0,0
2045,About a Girl,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0
2047,Addiction,1 nomination.,0,1,0,0,0,0,0,0,0
2050,Alguien te mira,3 wins & 1 nomination.,3,1,0,0,0,0,0,0,0
2055,After the Catch,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
2079,Surprise!,2 wins.,2,0,0,0,0,0,0,0,0
2081,Röyhkeä diplomaatti,1 nomination.,0,1,0,0,0,0,0,0,0
2082,Mixed Blessings,1 win & 9 nominations.,1,9,0,0,0,0,0,0,0
2085,Haïti chérie,2 wins & 1 nomination.,2,1,0,0,0,0,0,0,0
2086,Air Australia,1 nomination.,0,1,0,0,0,0,0,0,0
2101,Encounters at the End of the World,Nominated for 1 Oscar. Another 2 wins & 14 nominations.,2,15,0,0,1,0,0,0,0
2104,Twilight,28 wins & 16 nominations.,28,16,0,0,0,0,0,0,0
2109,The First Day,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
2116,13 anys i un dia,1 win.,1,0,0,0,0,0,0,0,0
2119,Batman: Gotham Knight,1 win & 2 nominations.,1,2,0,0,0,0,0,0,0
2125,Sons of Anarchy,Won 1 Golden Globe. Another 10 wins & 57 nominations.,11,57,0,0,0,0,0,0,1
2145,A Pedra do Reino,1 win & 6 nominations.,1,6,0,0,0,0,0,0,0
2153,9mm: São Paulo,1 win & 1 nomination.,1,1,0,0,0,0,0,0,0
2155,Death of a Ghost Hunter,1 win.,1,0,0,0,0,0,0,0,0
2166,Stella,2 wins & 2 nominations.,2,2,0,0,0,0,0,0,0
