Word,Rank,Frequency,Pr(%),r*Pr
appreciating,4626,2,0.0%,0.070025
abolish,4627,2,0.0%,0.070040
differently,4628,2,0.0%,0.070055
delusions,4629,2,0.0%,0.070071
fatalistic,4630,2,0.0%,0.070086
centennial,4631,2,0.0%,0.070101
guards,4632,2,0.0%,0.070116
departed,4633,2,0.0%,0.070131
below,4634,2,0.0%,0.070146
composing,4635,2,0.0%,0.070161
fourteenth,4636,2,0.0%,0.070177
patrol,4637,2,0.0%,0.070192
pardoned,4638,2,0.0%,0.070207
loses,4639,2,0.0%,0.070222
excused,4640,2,0.0%,0.070237
triumphant,4641,2,0.0%,0.070252
terrific,4642,2,0.0%,0.070267
sacrificing,4643,2,0.0%,0.070282
instructive,4644,2,0.0%,0.070298
depended,4645,2,0.0%,0.070313
unmatched,4646,2,0.0%,0.070328
st,4647,2,0.0%,0.070343
polls,4648,2,0.0%,0.070358
exemplified,4649,2,0.0%,0.070373
spiraling,4650,2,0.0%,0.070388
writ,4651,2,0.0%,0.070404
wilderness,4652,2,0.0%,0.070419
equity,4653,2,0.0%,0.070434
guns,4654,2,0.0%,0.070449
resorting,4655,2,0.0%,0.070464
inducement,4656,2,0.0%,0.070479
sign,4657,2,0.0%,0.070494
exceed,4658,2,0.0%,0.070510
harmless,4659,2,0.0%,0.070525
warms,4660,2,0.0%,0.070540
honors,4661,2,0.0%,0.070555
restraining,4662,2,0.0%,0.070570
invention,4663,2,0.0%,0.070585
shore,4664,2,0.0%,0.070600
hated,4665,2,0.0%,0.070615
estimation,4666,2,0.0%,0.070631
forum,4667,2,0.0%,0.070646
book,4668,2,0.0%,0.070661
substantially,4669,2,0.0%,0.070676
inability,4670,2,0.0%,0.070691
affirmed,4671,2,0.0%,0.070706
overwhelmed,4672,2,0.0%,0.070721
astray,4673,2,0.0%,0.070737
presides,4674,2,0.0%,0.070752
pleading,4675,2,0.0%,0.070767
eisenhower,4676,2,0.0%,0.070782
corners,4677,2,0.0%,0.070797
assign,4678,2,0.0%,0.070812
gravity,4679,2,0.0%,0.070827
equaled,4680,2,0.0%,0.070843
needful,4681,2,0.0%,0.070858
arlington,4682,2,0.0%,0.070873
massacre,4683,2,0.0%,0.070888
licentiousness,4684,2,0.0%,0.070903
apology,4685,2,0.0%,0.070918
presage,4686,2,0.0%,0.070933
expiration,4687,2,0.0%,0.070949
tone,4688,2,0.0%,0.070964
presiding,4689,2,0.0%,0.070979
cured,4690,2,0.0%,0.070994
infirm,4691,2,0.0%,0.071009
surveys,4692,2,0.0%,0.071024
lengthens,4693,2,0.0%,0.071039
dictated,4694,2,0.0%,0.071054
horseback,4695,2,0.0%,0.071070
depth,4696,2,0.0%,0.071085
refrain,4697,2,0.0%,0.071100
wrote,4698,2,0.0%,0.071115
requisites,4699,2,0.0%,0.071130
infringed,4700,2,0.0%,0.071145
withhold,4701,2,0.0%,0.071160
stamina,4702,2,0.0%,0.071176
prohibition,4703,2,0.0%,0.071191
guarantee,4704,2,0.0%,0.071206
wrest,4705,2,0.0%,0.071221
relied,4706,2,0.0%,0.071236
stimulation,4707,2,0.0%,0.071251
critical,4708,2,0.0%,0.071266
falter,4709,2,0.0%,0.071282
christianity,4710,2,0.0%,0.071297
defective,4711,2,0.0%,0.071312
animation,4712,2,0.0%,0.071327
indignation,4713,2,0.0%,0.071342
impulse,4714,2,0.0%,0.071357
strained,4715,2,0.0%,0.071372
jarring,4716,2,0.0%,0.071387
narrowest,4717,2,0.0%,0.071403
immigrants,4718,2,0.0%,0.071418
percentage,4719,2,0.0%,0.071433
agreed,4720,2,0.0%,0.071448
icy,4721,2,0.0%,0.071463
restrictions,4722,2,0.0%,0.071478
presumption,4723,2,0.0%,0.071493
preferment,4724,2,0.0%,0.071509
embarrassed,4725,2,0.0%,0.071524
defensive,4726,2,0.0%,0.071539
intimately,4727,2,0.0%,0.071554
chaos,4728,2,0.0%,0.071569
extermination,4729,2,0.0%,0.071584
blended,4730,2,0.0%,0.071599
proposals,4731,2,0.0%,0.071615
accordingly,4732,2,0.0%,0.071630
breast,4733,2,0.0%,0.071645
recreation,4734,2,0.0%,0.071660
enriched,4735,2,0.0%,0.071675
tumults,4736,2,0.0%,0.071690
owes,4737,2,0.0%,0.071705
reveal,4738,2,0.0%,0.071721
banner,4739,2,0.0%,0.071736
battlefields,4740,2,0.0%,0.071751
persuaded,4741,2,0.0%,0.071766
functionaries,4742,2,0.0%,0.071781
opponents,4743,2,0.0%,0.071796
devising,4744,2,0.0%,0.071811
communicating,4745,2,0.0%,0.071826
initiatives,4746,2,0.0%,0.071842
presume,4747,2,0.0%,0.071857
grace,4748,2,0.0%,0.071872
upheavals,4749,2,0.0%,0.071887
congratulation,4750,2,0.0%,0.071902
parliament,4751,2,0.0%,0.071917
totalitarian,4752,2,0.0%,0.071932
dispositions,4753,2,0.0%,0.071948
unrivaled,4754,2,0.0%,0.071963
bread,4755,2,0.0%,0.071978
cautious,4756,2,0.0%,0.071993
precaution,4757,2,0.0%,0.072008
caught,4758,2,0.0%,0.072023
frequently,4759,2,0.0%,0.072038
mill,4760,2,0.0%,0.072054
eager,4761,2,0.0%,0.072069
lit,4762,2,0.0%,0.072084
matchless,4763,2,0.0%,0.072099
mobs,4764,2,0.0%,0.072114
latent,4765,2,0.0%,0.072129
spot,4766,2,0.0%,0.072144
chase,4767,2,0.0%,0.072159
realities,4768,2,0.0%,0.072175
reaches,4769,2,0.0%,0.072190
unquestionably,4770,2,0.0%,0.072205
ennobling,4771,2,0.0%,0.072220
tolerant,4772,2,0.0%,0.072235
reclaim,4773,2,0.0%,0.072250
fringe,4774,2,0.0%,0.072265
solemnities,4775,2,0.0%,0.072281
darkest,4776,2,0.0%,0.072296
financing,4777,2,0.0%,0.072311
unfair,4778,2,0.0%,0.072326
fiber,4779,2,0.0%,0.072341
solving,4780,2,0.0%,0.072356
degrading,4781,2,0.0%,0.072371
unemployed,4782,2,0.0%,0.072387
truce,4783,2,0.0%,0.072402
irresponsibility,4784,2,0.0%,0.072417
started,4785,2,0.0%,0.072432
league,4786,2,0.0%,0.072447
violated,4787,2,0.0%,0.072462
conform,4788,2,0.0%,0.072477
scholars,4789,2,0.0%,0.072493
qualification,4790,2,0.0%,0.072508
inflations,4791,2,0.0%,0.072523
frozen,4792,2,0.0%,0.072538
falling,4793,2,0.0%,0.072553
stimulate,4794,2,0.0%,0.072568
patronize,4795,2,0.0%,0.072583
unemployment,4796,2,0.0%,0.072598
fountain,4797,2,0.0%,0.072614
quarters,4798,2,0.0%,0.072629
sooner,4799,2,0.0%,0.072644
drastic,4800,2,0.0%,0.072659
womanhood,4801,2,0.0%,0.072674
depressed,4802,2,0.0%,0.072689
directs,4803,2,0.0%,0.072704
misrepresentation,4804,2,0.0%,0.072720
surpassing,4805,2,0.0%,0.072735
devolve,4806,2,0.0%,0.072750
foresee,4807,2,0.0%,0.072765
unequivocal,4808,2,0.0%,0.072780
streams,4809,2,0.0%,0.072795
worldly,4810,2,0.0%,0.072810
unleash,4811,2,0.0%,0.072826
investments,4812,2,0.0%,0.072841
fed,4813,2,0.0%,0.072856
sentimental,4814,2,0.0%,0.072871
combination,4815,2,0.0%,0.072886
imperfect,4816,2,0.0%,0.072901
dictator,4817,2,0.0%,0.072916
adventure,4818,2,0.0%,0.072931
expresses,4819,2,0.0%,0.072947
narrowed,4820,2,0.0%,0.072962
sudden,4821,2,0.0%,0.072977
corrective,4822,2,0.0%,0.072992
shaped,4823,2,0.0%,0.073007
blows,4824,2,0.0%,0.073022
reciprocal,4825,2,0.0%,0.073037
miseries,4826,2,0.0%,0.073053
safeguarding,4827,2,0.0%,0.073068
villages,4828,2,0.0%,0.073083
plant,4829,2,0.0%,0.073098
corner,4830,2,0.0%,0.073113
insurrection,4831,2,0.0%,0.073128
apprehend,4832,2,0.0%,0.073143
unheeded,4833,2,0.0%,0.073159
discoveries,4834,2,0.0%,0.073174
assisted,4835,2,0.0%,0.073189
arbitrary,4836,2,0.0%,0.073204
spared,4837,2,0.0%,0.073219
maps,4838,2,0.0%,0.073234
lurk,4839,2,0.0%,0.073249
artillery,4840,2,0.0%,0.073265
crosses,4841,2,0.0%,0.073280
declares,4842,2,0.0%,0.073295
favoritism,4843,2,0.0%,0.073310
incapacity,4844,2,0.0%,0.073325
endlessly,4845,2,0.0%,0.073340
virtually,4846,2,0.0%,0.073355
arbitrament,4847,2,0.0%,0.073370
ridge,4848,2,0.0%,0.073386
nurture,4849,2,0.0%,0.073401
ventures,4850,2,0.0%,0.073416
throng,4851,2,0.0%,0.073431
korea,4852,2,0.0%,0.073446
untamed,4853,2,0.0%,0.073461
convert,4854,2,0.0%,0.073476
fascism,4855,2,0.0%,0.073492
spiritually,4856,2,0.0%,0.073507
envy,4857,2,0.0%,0.073522
remaking,4858,2,0.0%,0.073537
heightened,4859,2,0.0%,0.073552
verified,4860,2,0.0%,0.073567
elderly,4861,2,0.0%,0.073582
oldest,4862,2,0.0%,0.073598
admonish,4863,2,0.0%,0.073613
contemplating,4864,2,0.0%,0.073628
injunction,4865,2,0.0%,0.073643
fortify,4866,2,0.0%,0.073658
accountable,4867,2,0.0%,0.073673
gravest,4868,2,0.0%,0.073688
reluctantly,4869,2,0.0%,0.073703
eloquent,4870,2,0.0%,0.073719
shock,4871,2,0.0%,0.073734
priceless,4872,2,0.0%,0.073749
aright,4873,2,0.0%,0.073764
gates,4874,2,0.0%,0.073779
instructions,4875,2,0.0%,0.073794
accomplishments,4876,2,0.0%,0.073809
inadmissible,4877,2,0.0%,0.073825
inconvenient,4878,2,0.0%,0.073840
bosoms,4879,2,0.0%,0.073855
shunned,4880,2,0.0%,0.073870
ascertain,4881,2,0.0%,0.073885
hardihood,4882,2,0.0%,0.073900
delight,4883,2,0.0%,0.073915
divides,4884,2,0.0%,0.073931
priorities,4885,2,0.0%,0.073946
suppress,4886,2,0.0%,0.073961
encroachments,4887,2,0.0%,0.073976
finish,4888,2,0.0%,0.073991
imitation,4889,2,0.0%,0.074006
african,4890,2,0.0%,0.074021
happier,4891,2,0.0%,0.074037
liberator,4892,2,0.0%,0.074052
possibly,4893,2,0.0%,0.074067
locked,4894,2,0.0%,0.074082
acclaim,4895,2,0.0%,0.074097
lash,4896,2,0.0%,0.074112
preparations,4897,2,0.0%,0.074127
inordinate,4898,2,0.0%,0.074142
refuse,4899,2,0.0%,0.074158
indecent,4900,2,0.0%,0.074173
approaches,4901,2,0.0%,0.074188
catastrophe,4902,2,0.0%,0.074203
stately,4903,2,0.0%,0.074218
rice,4904,2,0.0%,0.074233
tending,4905,2,0.0%,0.074248
touched,4906,2,0.0%,0.074264
determining,4907,2,0.0%,0.074279
critically,4908,2,0.0%,0.074294
expands,4909,2,0.0%,0.074309
concentrated,4910,2,0.0%,0.074324
spoils,4911,2,0.0%,0.074339
rides,4912,2,0.0%,0.074354
dealt,4913,2,0.0%,0.074370
extends,4914,2,0.0%,0.074385
calamity,4915,2,0.0%,0.074400
compulsory,4916,2,0.0%,0.074415
advocacy,4917,2,0.0%,0.074430
unalienable,4918,2,0.0%,0.074445
sublime,4919,2,0.0%,0.074460
judiciously,4920,2,0.0%,0.074475
endeavors,4921,2,0.0%,0.074491
obscured,4922,2,0.0%,0.074506
calamities,4923,2,0.0%,0.074521
benevolent,4924,2,0.0%,0.074536
rebuilding,4925,2,0.0%,0.074551
tie,4926,2,0.0%,0.074566
disturbance,4927,2,0.0%,0.074581
degenerate,4928,2,0.0%,0.074597
clothed,4929,2,0.0%,0.074612
transfers,4930,2,0.0%,0.074627
originated,4931,2,0.0%,0.074642
inflicted,4932,2,0.0%,0.074657
degradation,4933,2,0.0%,0.074672
linked,4934,2,0.0%,0.074687
naught,4935,2,0.0%,0.074703
heights,4936,2,0.0%,0.074718
loyally,4937,2,0.0%,0.074733
representation,4938,2,0.0%,0.074748
acquainted,4939,2,0.0%,0.074763
completion,4940,2,0.0%,0.074778
boy,4941,2,0.0%,0.074793
mercantile,4942,2,0.0%,0.074809
prosecution,4943,2,0.0%,0.074824
prohibiting,4944,2,0.0%,0.074839
response,4945,2,0.0%,0.074854
sympathize,4946,2,0.0%,0.074869
fashioned,4947,2,0.0%,0.074884
humbled,4948,2,0.0%,0.074899
evanescent,4949,2,0.0%,0.074914
frustrated,4950,2,0.0%,0.074930
china,4951,2,0.0%,0.074945
pristine,4952,2,0.0%,0.074960
unbroken,4953,2,0.0%,0.074975
paris,4954,2,0.0%,0.074990
bridges,4955,2,0.0%,0.075005
widening,4956,2,0.0%,0.075020
gradual,4957,2,0.0%,0.075036
manifestly,4958,2,0.0%,0.075051
recollected,4959,2,0.0%,0.075066
parents,4960,2,0.0%,0.075081
patriotically,4961,2,0.0%,0.075096
widows,4962,2,0.0%,0.075111
amiable,4963,2,0.0%,0.075126
invincible,4964,2,0.0%,0.075142
pool,4965,2,0.0%,0.075157
designing,4966,2,0.0%,0.075172
florida,4967,2,0.0%,0.075187
attributable,4968,2,0.0%,0.075202
deserved,4969,2,0.0%,0.075217
catch,4970,2,0.0%,0.075232
valleys,4971,2,0.0%,0.075247
push,4972,2,0.0%,0.075263
boundless,4973,2,0.0%,0.075278
compensate,4974,2,0.0%,0.075293
levied,4975,2,0.0%,0.075308
summit,4976,2,0.0%,0.075323
incurred,4977,2,0.0%,0.075338
oppressive,4978,2,0.0%,0.075353
voting,4979,2,0.0%,0.075369
neglected,4980,2,0.0%,0.075384
alteration,4981,2,0.0%,0.075399
coal,4982,2,0.0%,0.075414
incurring,4983,2,0.0%,0.075429
characterized,4984,2,0.0%,0.075444
someday,4985,2,0.0%,0.075459
closeness,4986,2,0.0%,0.075475
impelled,4987,2,0.0%,0.075490
dole,4988,2,0.0%,0.075505
manifested,4989,2,0.0%,0.075520
pacification,4990,2,0.0%,0.075535
stained,4991,2,0.0%,0.075550
immortal,4992,2,0.0%,0.075565
exigencies,4993,2,0.0%,0.075581
confronts,4994,2,0.0%,0.075596
esteemed,4995,2,0.0%,0.075611
fantastic,4996,2,0.0%,0.075626
preferable,4997,2,0.0%,0.075641
dingley,4998,2,0.0%,0.075656
york,4999,2,0.0%,0.075671
intervals,5000,2,0.0%,0.075686
spark,5001,2,0.0%,0.075702
husbandry,5002,2,0.0%,0.075717
happen,5003,2,0.0%,0.075732
invented,5004,2,0.0%,0.075747
archipelago,5005,2,0.0%,0.075762
choosing,5006,2,0.0%,0.075777
split,5007,2,0.0%,0.075792
girl,5008,2,0.0%,0.075808
innovation,5009,2,0.0%,0.075823
courtesy,5010,2,0.0%,0.075838
whirlwind,5011,2,0.0%,0.075853
complications,5012,2,0.0%,0.075868
wealthy,5013,2,0.0%,0.075883
promptness,5014,2,0.0%,0.075898
interfering,5015,2,0.0%,0.075914
capitals,5016,2,0.0%,0.075929
stifle,5017,2,0.0%,0.075944
justiciable,5018,2,0.0%,0.075959
skills,5019,2,0.0%,0.075974
inside,5020,2,0.0%,0.075989
astonishing,5021,2,0.0%,0.076004
unhesitatingly,5022,2,0.0%,0.076019
drafted,5023,2,0.0%,0.076035
intrigues,5024,2,0.0%,0.076050
reciprocity,5025,2,0.0%,0.076065
successes,5026,2,0.0%,0.076080
positively,5027,2,0.0%,0.076095
worse,5028,2,0.0%,0.076110
bloody,5029,2,0.0%,0.076125
incongruity,5030,2,0.0%,0.076141
saint,5031,2,0.0%,0.076156
month,5032,2,0.0%,0.076171
tragedy,5033,2,0.0%,0.076186
vulnerable,5034,2,0.0%,0.076201
sun,5035,2,0.0%,0.076216
athens,5036,2,0.0%,0.076231
sacredness,5037,2,0.0%,0.076247
actuated,5038,2,0.0%,0.076262
incidents,5039,2,0.0%,0.076277
titles,5040,2,0.0%,0.076292
regulations,5041,2,0.0%,0.076307
abreast,5042,2,0.0%,0.076322
thirteenth,5043,2,0.0%,0.076337
disobedience,5044,2,0.0%,0.076353
dependable,5045,2,0.0%,0.076368
missiles,5046,2,0.0%,0.076383
unhampered,5047,2,0.0%,0.076398
mathias,5048,2,0.0%,0.076413
abused,5049,2,0.0%,0.076428
constellation,5050,2,0.0%,0.076443
teaching,5051,2,0.0%,0.076458
examine,5052,2,0.0%,0.076474
painful,5053,2,0.0%,0.076489
contemplated,5054,2,0.0%,0.076504
liabilities,5055,2,0.0%,0.076519
depths,5056,2,0.0%,0.076534
reformed,5057,2,0.0%,0.076549
vitals,5058,2,0.0%,0.076564
tendered,5059,2,0.0%,0.076580
distinctions,5060,2,0.0%,0.076595
disappointment,5061,2,0.0%,0.076610
host,5062,2,0.0%,0.076625
resumed,5063,2,0.0%,0.076640
equals,5064,2,0.0%,0.076655
concentration,5065,2,0.0%,0.076670
rude,5066,2,0.0%,0.076686
resentment,5067,2,0.0%,0.076701
binds,5068,2,0.0%,0.076716
highways,5069,2,0.0%,0.076731
balances,5070,2,0.0%,0.076746
inference,5071,2,0.0%,0.076761
unfolds,5072,2,0.0%,0.076776
unlearned,5073,2,0.0%,0.076791
helpfulness,5074,2,0.0%,0.076807
prop,5075,2,0.0%,0.076822
salvation,5076,2,0.0%,0.076837
indulge,5077,2,0.0%,0.076852
precepts,5078,2,0.0%,0.076867
commissions,5079,2,0.0%,0.076882
regaining,5080,2,0.0%,0.076897
behave,5081,2,0.0%,0.076913
banks,5082,2,0.0%,0.076928
patiently,5083,2,0.0%,0.076943
betray,5084,2,0.0%,0.076958
commonplace,5085,2,0.0%,0.076973
furnishing,5086,2,0.0%,0.076988
orphans,5087,2,0.0%,0.077003
annals,5088,2,0.0%,0.077019
insuring,5089,2,0.0%,0.077034
loved,5090,2,0.0%,0.077049
advocate,5091,2,0.0%,0.077064
lofty,5092,2,0.0%,0.077079
shoulders,5093,2,0.0%,0.077094
outrages,5094,2,0.0%,0.077109
punish,5095,2,0.0%,0.077125
builders,5096,2,0.0%,0.077140
receiving,5097,2,0.0%,0.077155
foretold,5098,2,0.0%,0.077170
deliverance,5099,2,0.0%,0.077185
munitions,5100,2,0.0%,0.077200
exploitation,5101,2,0.0%,0.077215
muster,5102,2,0.0%,0.077230
trading,5103,2,0.0%,0.077246
directing,5104,2,0.0%,0.077261
colonization,5105,2,0.0%,0.077276
falls,5106,2,0.0%,0.077291
dispassionate,5107,2,0.0%,0.077306
ship,5108,2,0.0%,0.077321
flattered,5109,2,0.0%,0.077336
excises,5110,2,0.0%,0.077352
scrutiny,5111,2,0.0%,0.077367
secession,5112,2,0.0%,0.077382
sovereigns,5113,2,0.0%,0.077397
endless,5114,2,0.0%,0.077412
literature,5115,2,0.0%,0.077427
beckons,5116,2,0.0%,0.077442
saying,5117,2,0.0%,0.077458
agreements,5118,2,0.0%,0.077473
manifestations,5119,2,0.0%,0.077488
emerging,5120,2,0.0%,0.077503
perpetuating,5121,2,0.0%,0.077518
calculate,5122,2,0.0%,0.077533
fled,5123,2,0.0%,0.077548
divorce,5124,2,0.0%,0.077564
victims,5125,2,0.0%,0.077579
democracies,5126,2,0.0%,0.077594
gettysburg,5127,2,0.0%,0.077609
penalizes,5128,2,0.0%,0.077624
unselfishness,5129,2,0.0%,0.077639
sturdy,5130,2,0.0%,0.077654
partners,5131,2,0.0%,0.077669
destroys,5132,2,0.0%,0.077685
gotten,5133,2,0.0%,0.077700
sleep,5134,2,0.0%,0.077715
magnify,5135,2,0.0%,0.077730
continuity,5136,2,0.0%,0.077745
affording,5137,2,0.0%,0.077760
foregoing,5138,2,0.0%,0.077775
compensated,5139,2,0.0%,0.077791
judged,5140,2,0.0%,0.077806
chart,5141,2,0.0%,0.077821
weaknesses,5142,2,0.0%,0.077836
coincidence,5143,2,0.0%,0.077851
panama,5144,2,0.0%,0.077866
mystical,5145,2,0.0%,0.077881
beacon,5146,2,0.0%,0.077897
definitely,5147,2,0.0%,0.077912
flourishing,5148,2,0.0%,0.077927
tariffs,5149,2,0.0%,0.077942
nomination,5150,2,0.0%,0.077957
stone,5151,2,0.0%,0.077972
impede,5152,2,0.0%,0.077987
exile,5153,2,0.0%,0.078002
suitably,5154,2,0.0%,0.078018
corporation,5155,2,0.0%,0.078033
statistics,5156,2,0.0%,0.078048
scientists,5157,2,0.0%,0.078063
counteraction,5158,2,0.0%,0.078078
vanquished,5159,2,0.0%,0.078093
addressing,5160,2,0.0%,0.078108
relates,5161,2,0.0%,0.078124
disorder,5162,2,0.0%,0.078139
sternest,5163,2,0.0%,0.078154
acquire,5164,2,0.0%,0.078169
unites,5165,2,0.0%,0.078184
criticism,5166,2,0.0%,0.078199
croix,5167,2,0.0%,0.078214
prophets,5168,2,0.0%,0.078230
whites,5169,2,0.0%,0.078245
immeasurable,5170,2,0.0%,0.078260
lawlessness,5171,2,0.0%,0.078275
inquire,5172,2,0.0%,0.078290
discontents,5173,2,0.0%,0.078305
furnaces,5174,2,0.0%,0.078320
agitate,5175,2,0.0%,0.078336
holders,5176,2,0.0%,0.078351
colleges,5177,2,0.0%,0.078366
steadfastness,5178,2,0.0%,0.078381
telegraph,5179,2,0.0%,0.078396
harness,5180,2,0.0%,0.078411
proceedings,5181,2,0.0%,0.078426
perspective,5182,2,0.0%,0.078441
fills,5183,2,0.0%,0.078457
stretching,5184,2,0.0%,0.078472
facilitate,5185,2,0.0%,0.078487
structures,5186,2,0.0%,0.078502
adding,5187,2,0.0%,0.078517
wipe,5188,2,0.0%,0.078532
ascertaining,5189,2,0.0%,0.078547
select,5190,2,0.0%,0.078563
devices,5191,2,0.0%,0.078578
wouldn,5192,2,0.0%,0.078593
massive,5193,2,0.0%,0.078608
manifold,5194,2,0.0%,0.078623
consolatory,5195,2,0.0%,0.078638
respectful,5196,2,0.0%,0.078653
persevering,5197,2,0.0%,0.078669
melancholy,5198,2,0.0%,0.078684
minimize,5199,2,0.0%,0.078699
kill,5200,2,0.0%,0.078714
restriction,5201,2,0.0%,0.078729
occupying,5202,2,0.0%,0.078744
smiles,5203,2,0.0%,0.078759
reaffirming,5204,2,0.0%,0.078774
reaction,5205,2,0.0%,0.078790
undermine,5206,2,0.0%,0.078805
rejecting,5207,2,0.0%,0.078820
electric,5208,2,0.0%,0.078835
removals,5209,2,0.0%,0.078850
habitual,5210,2,0.0%,0.078865
seamen,5211,2,0.0%,0.078880
superiority,5212,2,0.0%,0.078896
agitated,5213,2,0.0%,0.078911
undoubtedly,5214,2,0.0%,0.078926
manufactured,5215,2,0.0%,0.078941
abnormal,5216,2,0.0%,0.078956
incompetent,5217,2,0.0%,0.078971
sabine,5218,2,0.0%,0.078986
unforeseen,5219,2,0.0%,0.079002
scenes,5220,2,0.0%,0.079017
overwhelm,5221,2,0.0%,0.079032
persistently,5222,2,0.0%,0.079047
confronting,5223,2,0.0%,0.079062
aged,5224,2,0.0%,0.079077
giant,5225,2,0.0%,0.079092
prohibitions,5226,2,0.0%,0.079108
signs,5227,2,0.0%,0.079123
usurp,5228,2,0.0%,0.079138
diligent,5229,2,0.0%,0.079153
vitally,5230,2,0.0%,0.079168
inventive,5231,2,0.0%,0.079183
adjusting,5232,2,0.0%,0.079198
imperfectly,5233,2,0.0%,0.079213
storms,5234,2,0.0%,0.079229
staggering,5235,2,0.0%,0.079244
harm,5236,2,0.0%,0.079259
company,5237,2,0.0%,0.079274
polygamy,5238,2,0.0%,0.079289
differed,5239,2,0.0%,0.079304
torture,5240,2,0.0%,0.079319
transitory,5241,2,0.0%,0.079335
periodically,5242,2,0.0%,0.079350
shift,5243,2,0.0%,0.079365
monuments,5244,2,0.0%,0.079380
throw,5245,2,0.0%,0.079395
stress,5246,2,0.0%,0.079410
retaining,5247,2,0.0%,0.079425
unfaithful,5248,2,0.0%,0.079441
ratifications,5249,2,0.0%,0.079456
protest,5250,2,0.0%,0.079471
entrusted,5251,2,0.0%,0.079486
healing,5252,2,0.0%,0.079501
travel,5253,2,0.0%,0.079516
frequency,5254,2,0.0%,0.079531
deceit,5255,2,0.0%,0.079546
indigent,5256,2,0.0%,0.079562
overwhelmingly,5257,2,0.0%,0.079577
din,5258,2,0.0%,0.079592
unfailing,5259,2,0.0%,0.079607
orient,5260,2,0.0%,0.079622
impaired,5261,2,0.0%,0.079637
naturally,5262,2,0.0%,0.079652
reforming,5263,2,0.0%,0.079668
arbitrarily,5264,2,0.0%,0.079683
contingency,5265,2,0.0%,0.079698
voter,5266,2,0.0%,0.079713
transform,5267,2,0.0%,0.079728
enlighten,5268,2,0.0%,0.079743
riders,5269,2,0.0%,0.079758
martin,5270,2,0.0%,0.079774
commonly,5271,2,0.0%,0.079789
humiliating,5272,2,0.0%,0.079804
boycott,5273,2,0.0%,0.079819
involuntary,5274,2,0.0%,0.079834
purchased,5275,2,0.0%,0.079849
christians,5276,2,0.0%,0.079864
uncovered,5277,2,0.0%,0.079880
forego,5278,2,0.0%,0.079895
teaches,5279,2,0.0%,0.079910
confirm,5280,2,0.0%,0.079925
monument,5281,2,0.0%,0.079940
orbits,5282,2,0.0%,0.079955
confess,5283,2,0.0%,0.079970
acknowledging,5284,2,0.0%,0.079985
incomparably,5285,2,0.0%,0.080001
compassionate,5286,2,0.0%,0.080016
juries,5287,2,0.0%,0.080031
mexico,5288,2,0.0%,0.080046
forging,5289,2,0.0%,0.080061
logic,5290,2,0.0%,0.080076
consecrates,5291,2,0.0%,0.080091
rocket,5292,2,0.0%,0.080107
border,5293,2,0.0%,0.080122
confrontation,5294,2,0.0%,0.080137
striving,5295,2,0.0%,0.080152
transcendent,5296,2,0.0%,0.080167
grounds,5297,2,0.0%,0.080182
inventions,5298,2,0.0%,0.080197
unfavorable,5299,2,0.0%,0.080213
hesitate,5300,2,0.0%,0.080228
appertain,5301,2,0.0%,0.080243
prior,5302,2,0.0%,0.080258
approached,5303,2,0.0%,0.080273
exacted,5304,2,0.0%,0.080288
subsided,5305,2,0.0%,0.080303
sectionalism,5306,2,0.0%,0.080318
simplicity,5307,2,0.0%,0.080334
thrive,5308,2,0.0%,0.080349
palladium,5309,1,0.0%,0.040182
recurring,5310,1,0.0%,0.040190
devout,5311,1,0.0%,0.040197
budapest,5312,1,0.0%,0.040205
unjustified,5313,1,0.0%,0.040212
divisive,5314,1,0.0%,0.040220
rod,5315,1,0.0%,0.040227
cincinnati,5316,1,0.0%,0.040235
hangs,5317,1,0.0%,0.040242
emerson,5318,1,0.0%,0.040250
transported,5319,1,0.0%,0.040258
accumulate,5320,1,0.0%,0.040265
attributed,5321,1,0.0%,0.040273
forsake,5322,1,0.0%,0.040280
mail,5323,1,0.0%,0.040288
livable,5324,1,0.0%,0.040295
twelve,5325,1,0.0%,0.040303
plentiful,5326,1,0.0%,0.040311
directions,5327,1,0.0%,0.040318
persecute,5328,1,0.0%,0.040326
affiliation,5329,1,0.0%,0.040333
surmounting,5330,1,0.0%,0.040341
iraq,5331,1,0.0%,0.040348
exploit,5332,1,0.0%,0.040356
tapping,5333,1,0.0%,0.040364
dangerously,5334,1,0.0%,0.040371
overflowing,5335,1,0.0%,0.040379
divorced,5336,1,0.0%,0.040386
discontinue,5337,1,0.0%,0.040394
presentiments,5338,1,0.0%,0.040401
unrecompensed,5339,1,0.0%,0.040409
exasperation,5340,1,0.0%,0.040417
specialized,5341,1,0.0%,0.040424
unhappy,5342,1,0.0%,0.040432
discrediting,5343,1,0.0%,0.040439
congregations,5344,1,0.0%,0.040447
hardworking,5345,1,0.0%,0.040454
umpire,5346,1,0.0%,0.040462
officered,5347,1,0.0%,0.040470
becloud,5348,1,0.0%,0.040477
casualties,5349,1,0.0%,0.040485
distances,5350,1,0.0%,0.040492
tomb,5351,1,0.0%,0.040500
illumines,5352,1,0.0%,0.040507
remotely,5353,1,0.0%,0.040515
signify,5354,1,0.0%,0.040523
snuffed,5355,1,0.0%,0.040530
victim,5356,1,0.0%,0.040538
brightest,5357,1,0.0%,0.040545
issued,5358,1,0.0%,0.040553
characteristic,5359,1,0.0%,0.040560
