Word,Rank,Frequency,Pr(%),r*Pr
varied,1883,7,0.0%,0.099762
boldly,1884,7,0.0%,0.099815
mississippi,1885,7,0.0%,0.099868
intentions,1886,7,0.0%,0.099921
gather,1887,7,0.0%,0.099974
derive,1888,7,0.0%,0.100027
roman,1889,7,0.0%,0.100080
extensive,1890,7,0.0%,0.100133
eastern,1891,7,0.0%,0.100186
fulfilled,1892,7,0.0%,0.100239
arrangement,1893,7,0.0%,0.100292
guard,1894,7,0.0%,0.100345
bulwark,1895,7,0.0%,0.100398
fortunately,1896,7,0.0%,0.100451
extending,1897,7,0.0%,0.100504
normal,1898,7,0.0%,0.100557
convinced,1899,7,0.0%,0.100610
conclusion,1900,7,0.0%,0.100663
achievements,1901,7,0.0%,0.100716
calm,1902,7,0.0%,0.100769
essentially,1903,7,0.0%,0.100822
advice,1904,7,0.0%,0.100875
frontiers,1905,7,0.0%,0.100928
attachment,1906,7,0.0%,0.100981
slaves,1907,7,0.0%,0.101034
everyone,1908,7,0.0%,0.101087
involve,1909,7,0.0%,0.101140
recently,1910,7,0.0%,0.101193
pressure,1911,7,0.0%,0.101246
author,1912,7,0.0%,0.101299
lawful,1913,7,0.0%,0.101352
honesty,1914,7,0.0%,0.101405
deal,1915,7,0.0%,0.101458
injuries,1916,7,0.0%,0.101511
disturb,1917,7,0.0%,0.101564
involves,1918,7,0.0%,0.101617
processes,1919,7,0.0%,0.101670
reflection,1920,7,0.0%,0.101723
instruments,1921,7,0.0%,0.101776
contribute,1922,7,0.0%,0.101829
unwilling,1923,7,0.0%,0.101882
feed,1924,7,0.0%,0.101935
relying,1925,7,0.0%,0.101988
constitute,1926,7,0.0%,0.102041
conception,1927,7,0.0%,0.102093
prefer,1928,7,0.0%,0.102146
inheritance,1929,7,0.0%,0.102199
midst,1930,7,0.0%,0.102252
affected,1931,7,0.0%,0.102305
oppression,1932,7,0.0%,0.102358
giving,1933,7,0.0%,0.102411
distinct,1934,7,0.0%,0.102464
cut,1935,7,0.0%,0.102517
flow,1936,7,0.0%,0.102570
fill,1937,7,0.0%,0.102623
departure,1938,7,0.0%,0.102676
facts,1939,7,0.0%,0.102729
thrift,1940,7,0.0%,0.102782
criminal,1941,7,0.0%,0.102835
ahead,1942,7,0.0%,0.102888
grand,1943,7,0.0%,0.102941
decline,1944,7,0.0%,0.102994
agreement,1945,7,0.0%,0.103047
retirement,1946,7,0.0%,0.103100
invested,1947,7,0.0%,0.103153
looked,1948,7,0.0%,0.103206
meeting,1949,7,0.0%,0.103259
reduced,1950,7,0.0%,0.103312
beauty,1951,7,0.0%,0.103365
soldiers,1952,7,0.0%,0.103418
marks,1953,7,0.0%,0.103471
judiciary,1954,7,0.0%,0.103524
fairness,1955,7,0.0%,0.103577
freely,1956,7,0.0%,0.103630
valuable,1957,7,0.0%,0.103683
framed,1958,7,0.0%,0.103736
spring,1959,7,0.0%,0.103789
investigation,1960,7,0.0%,0.103842
activity,1961,7,0.0%,0.103895
faced,1962,7,0.0%,0.103948
refer,1963,7,0.0%,0.104001
seriously,1964,7,0.0%,0.104054
vested,1965,7,0.0%,0.104107
interior,1966,7,0.0%,0.104160
article,1967,7,0.0%,0.104213
argument,1968,7,0.0%,0.104266
sight,1969,7,0.0%,0.104319
administrations,1970,7,0.0%,0.104372
transportation,1971,7,0.0%,0.104425
suspicion,1972,7,0.0%,0.104478
inspired,1973,7,0.0%,0.104531
yours,1974,7,0.0%,0.104584
culture,1975,7,0.0%,0.104637
perfectly,1976,7,0.0%,0.104690
carefully,1977,7,0.0%,0.104743
amid,1978,7,0.0%,0.104795
moving,1979,7,0.0%,0.104848
magnitude,1980,7,0.0%,0.104901
engage,1981,7,0.0%,0.104954
invite,1982,7,0.0%,0.105007
navigation,1983,7,0.0%,0.105060
reduction,1984,7,0.0%,0.105113
opened,1985,7,0.0%,0.105166
removed,1986,7,0.0%,0.105219
supervision,1987,7,0.0%,0.105272
servant,1988,7,0.0%,0.105325
strongly,1989,7,0.0%,0.105378
veto,1990,7,0.0%,0.105431
lifetime,1991,7,0.0%,0.105484
instituted,1992,7,0.0%,0.105537
acquisition,1993,7,0.0%,0.105590
anyone,1994,7,0.0%,0.105643
proclaim,1995,7,0.0%,0.105696
requisite,1996,7,0.0%,0.105749
hoped,1997,7,0.0%,0.105802
thereof,1998,7,0.0%,0.105855
brave,1999,7,0.0%,0.105908
spoken,2000,7,0.0%,0.105961
firmness,2001,7,0.0%,0.106014
heal,2002,7,0.0%,0.106067
redemption,2003,7,0.0%,0.106120
convictions,2004,7,0.0%,0.106173
eternal,2005,7,0.0%,0.106226
respected,2006,7,0.0%,0.106279
expectations,2007,7,0.0%,0.106332
lessons,2008,7,0.0%,0.106385
resource,2009,7,0.0%,0.106438
constituents,2010,7,0.0%,0.106491
instruction,2011,7,0.0%,0.106544
virtues,2012,7,0.0%,0.106597
hence,2013,7,0.0%,0.106650
striking,2014,7,0.0%,0.106703
outset,2015,7,0.0%,0.106756
big,2016,7,0.0%,0.106809
instrumentality,2017,7,0.0%,0.106862
unimpaired,2018,7,0.0%,0.106915
schemes,2019,7,0.0%,0.106968
inspiration,2020,7,0.0%,0.107021
belong,2021,7,0.0%,0.107074
consequent,2022,7,0.0%,0.107127
influences,2023,7,0.0%,0.107180
suffrages,2024,7,0.0%,0.107233
strangers,2025,7,0.0%,0.107286
generosity,2026,7,0.0%,0.107339
urgent,2027,7,0.0%,0.107392
reverently,2028,6,0.0%,0.092095
governing,2029,6,0.0%,0.092141
highly,2030,6,0.0%,0.092186
parent,2031,6,0.0%,0.092232
ships,2032,6,0.0%,0.092277
borders,2033,6,0.0%,0.092322
framers,2034,6,0.0%,0.092368
undertaken,2035,6,0.0%,0.092413
months,2036,6,0.0%,0.092459
skill,2037,6,0.0%,0.092504
philippines,2038,6,0.0%,0.092549
foster,2039,6,0.0%,0.092595
shaken,2040,6,0.0%,0.092640
thorough,2041,6,0.0%,0.092686
upward,2042,6,0.0%,0.092731
delayed,2043,6,0.0%,0.092776
purely,2044,6,0.0%,0.092822
quality,2045,6,0.0%,0.092867
negligence,2046,6,0.0%,0.092913
moderate,2047,6,0.0%,0.092958
returned,2048,6,0.0%,0.093004
adversaries,2049,6,0.0%,0.093049
regions,2050,6,0.0%,0.093094
tribes,2051,6,0.0%,0.093140
engagements,2052,6,0.0%,0.093185
recommendation,2053,6,0.0%,0.093231
define,2054,6,0.0%,0.093276
unequal,2055,6,0.0%,0.093321
sincerely,2056,6,0.0%,0.093367
gracious,2057,6,0.0%,0.093412
fearful,2058,6,0.0%,0.093458
approaching,2059,6,0.0%,0.093503
revision,2060,6,0.0%,0.093548
triumphs,2061,6,0.0%,0.093594
threaten,2062,6,0.0%,0.093639
spoke,2063,6,0.0%,0.093685
masters,2064,6,0.0%,0.093730
strengthening,2065,6,0.0%,0.093776
fruits,2066,6,0.0%,0.093821
front,2067,6,0.0%,0.093866
gratifying,2068,6,0.0%,0.093912
peril,2069,6,0.0%,0.093957
planet,2070,6,0.0%,0.094003
admit,2071,6,0.0%,0.094048
hereafter,2072,6,0.0%,0.094093
intellectual,2073,6,0.0%,0.094139
protective,2074,6,0.0%,0.094184
appointed,2075,6,0.0%,0.094230
sick,2076,6,0.0%,0.094275
elective,2077,6,0.0%,0.094320
unworthy,2078,6,0.0%,0.094366
expanded,2079,6,0.0%,0.094411
augmented,2080,6,0.0%,0.094457
encouraged,2081,6,0.0%,0.094502
controlling,2082,6,0.0%,0.094548
spain,2083,6,0.0%,0.094593
manage,2084,6,0.0%,0.094638
appoint,2085,6,0.0%,0.094684
thirty,2086,6,0.0%,0.094729
summoned,2087,6,0.0%,0.094775
safer,2088,6,0.0%,0.094820
alarm,2089,6,0.0%,0.094865
delicate,2090,6,0.0%,0.094911
took,2091,6,0.0%,0.094956
enactment,2092,6,0.0%,0.095002
desirable,2093,6,0.0%,0.095047
storm,2094,6,0.0%,0.095092
lord,2095,6,0.0%,0.095138
approval,2096,6,0.0%,0.095183
aims,2097,6,0.0%,0.095229
exclusive,2098,6,0.0%,0.095274
wisest,2099,6,0.0%,0.095320
brotherhood,2100,6,0.0%,0.095365
attitude,2101,6,0.0%,0.095410
bible,2102,6,0.0%,0.095456
associated,2103,6,0.0%,0.095501
lately,2104,6,0.0%,0.095547
reign,2105,6,0.0%,0.095592
acknowledge,2106,6,0.0%,0.095637
decades,2107,6,0.0%,0.095683
budget,2108,6,0.0%,0.095728
examination,2109,6,0.0%,0.095774
exert,2110,6,0.0%,0.095819
allowed,2111,6,0.0%,0.095864
escape,2112,6,0.0%,0.095910
deliberations,2113,6,0.0%,0.095955
inflict,2114,6,0.0%,0.096001
remaining,2115,6,0.0%,0.096046
immediately,2116,6,0.0%,0.096092
instrumentalities,2117,6,0.0%,0.096137
boundaries,2118,6,0.0%,0.096182
infancy,2119,6,0.0%,0.096228
watching,2120,6,0.0%,0.096273
developed,2121,6,0.0%,0.096319
thirteen,2122,6,0.0%,0.096364
zealously,2123,6,0.0%,0.096409
feature,2124,6,0.0%,0.096455
deepest,2125,6,0.0%,0.096500
isthmus,2126,6,0.0%,0.096546
glorious,2127,6,0.0%,0.096591
monetary,2128,6,0.0%,0.096636
performed,2129,6,0.0%,0.096682
regulation,2130,6,0.0%,0.096727
charter,2131,6,0.0%,0.096773
abundance,2132,6,0.0%,0.096818
obtain,2133,6,0.0%,0.096864
warfare,2134,6,0.0%,0.096909
acceptance,2135,6,0.0%,0.096954
ordered,2136,6,0.0%,0.097000
conceive,2137,6,0.0%,0.097045
systems,2138,6,0.0%,0.097091
conducted,2139,6,0.0%,0.097136
corruption,2140,6,0.0%,0.097181
bright,2141,6,0.0%,0.097227
watchful,2142,6,0.0%,0.097272
fly,2143,6,0.0%,0.097318
implied,2144,6,0.0%,0.097363
treatment,2145,6,0.0%,0.097408
candor,2146,6,0.0%,0.097454
jealousies,2147,6,0.0%,0.097499
grow,2148,6,0.0%,0.097545
collisions,2149,6,0.0%,0.097590
specie,2150,6,0.0%,0.097636
worth,2151,6,0.0%,0.097681
facility,2152,6,0.0%,0.097726
briefly,2153,6,0.0%,0.097772
repose,2154,6,0.0%,0.097817
loving,2155,6,0.0%,0.097863
factory,2156,6,0.0%,0.097908
defended,2157,6,0.0%,0.097953
devised,2158,6,0.0%,0.097999
regulated,2159,6,0.0%,0.098044
prominent,2160,6,0.0%,0.098090
win,2161,6,0.0%,0.098135
conquered,2162,6,0.0%,0.098180
misery,2163,6,0.0%,0.098226
defeat,2164,6,0.0%,0.098271
fairly,2165,6,0.0%,0.098317
proclaimed,2166,6,0.0%,0.098362
initiative,2167,6,0.0%,0.098408
awful,2168,6,0.0%,0.098453
district,2169,6,0.0%,0.098498
menace,2170,6,0.0%,0.098544
hopeful,2171,6,0.0%,0.098589
rapidly,2172,6,0.0%,0.098635
commit,2173,6,0.0%,0.098680
debate,2174,6,0.0%,0.098725
successors,2175,6,0.0%,0.098771
operations,2176,6,0.0%,0.098816
pecuniary,2177,6,0.0%,0.098862
aids,2178,6,0.0%,0.098907
admission,2179,6,0.0%,0.098952
cross,2180,6,0.0%,0.098998
remembering,2181,6,0.0%,0.099043
deemed,2182,6,0.0%,0.099089
pledges,2183,6,0.0%,0.099134
brings,2184,6,0.0%,0.099180
equitable,2185,6,0.0%,0.099225
kinds,2186,6,0.0%,0.099270
inspires,2187,6,0.0%,0.099316
quest,2188,6,0.0%,0.099361
vigorous,2189,6,0.0%,0.099407
alliance,2190,6,0.0%,0.099452
restraint,2191,6,0.0%,0.099497
parallel,2192,6,0.0%,0.099543
practices,2193,6,0.0%,0.099588
hatred,2194,6,0.0%,0.099634
creation,2195,6,0.0%,0.099679
write,2196,6,0.0%,0.099725
hate,2197,6,0.0%,0.099770
filled,2198,6,0.0%,0.099815
consummation,2199,6,0.0%,0.099861
geographical,2200,6,0.0%,0.099906
manufacturers,2201,6,0.0%,0.099952
search,2202,6,0.0%,0.099997
assumed,2203,6,0.0%,0.100042
threatening,2204,6,0.0%,0.100088
listen,2205,6,0.0%,0.100133
arrangements,2206,6,0.0%,0.100179
dependent,2207,6,0.0%,0.100224
reverse,2208,6,0.0%,0.100269
oppose,2209,6,0.0%,0.100315
thoughtful,2210,6,0.0%,0.100360
lower,2211,6,0.0%,0.100406
peculiarly,2212,6,0.0%,0.100451
complex,2213,6,0.0%,0.100497
sanctioned,2214,6,0.0%,0.100542
superior,2215,6,0.0%,0.100587
faces,2216,6,0.0%,0.100633
presidency,2217,6,0.0%,0.100678
circle,2218,6,0.0%,0.100724
objections,2219,6,0.0%,0.100769
resting,2220,6,0.0%,0.100814
size,2221,6,0.0%,0.100860
fortunes,2222,6,0.0%,0.100905
trusted,2223,6,0.0%,0.100951
usefulness,2224,6,0.0%,0.100996
dictates,2225,6,0.0%,0.101041
kindness,2226,6,0.0%,0.101087
resorted,2227,6,0.0%,0.101132
prices,2228,6,0.0%,0.101178
paper,2229,6,0.0%,0.101223
sufficiently,2230,6,0.0%,0.101269
watch,2231,6,0.0%,0.101314
clause,2232,6,0.0%,0.101359
continues,2233,6,0.0%,0.101405
manufacturing,2234,6,0.0%,0.101450
ease,2235,6,0.0%,0.101496
embrace,2236,6,0.0%,0.101541
judgments,2237,6,0.0%,0.101586
differing,2238,6,0.0%,0.101632
fought,2239,6,0.0%,0.101677
ten,2240,6,0.0%,0.101723
conquest,2241,6,0.0%,0.101768
orderly,2242,6,0.0%,0.101813
saved,2243,6,0.0%,0.101859
delegated,2244,6,0.0%,0.101904
bounty,2245,6,0.0%,0.101950
developing,2246,6,0.0%,0.101995
hardly,2247,6,0.0%,0.102041
acquiescence,2248,6,0.0%,0.102086
exhibit,2249,6,0.0%,0.102131
steady,2250,6,0.0%,0.102177
conclusive,2251,6,0.0%,0.102222
including,2252,6,0.0%,0.102268
cast,2253,6,0.0%,0.102313
qualifications,2254,6,0.0%,0.102358
humane,2255,6,0.0%,0.102404
tens,2256,6,0.0%,0.102449
ancestors,2257,6,0.0%,0.102495
formidable,2258,6,0.0%,0.102540
destined,2259,6,0.0%,0.102585
movement,2260,6,0.0%,0.102631
houses,2261,6,0.0%,0.102676
abuse,2262,6,0.0%,0.102722
proven,2263,6,0.0%,0.102767
characters,2264,6,0.0%,0.102813
mark,2265,6,0.0%,0.102858
spectacle,2266,6,0.0%,0.102903
rejoice,2267,6,0.0%,0.102949
animosities,2268,6,0.0%,0.102994
factories,2269,6,0.0%,0.103040
stars,2270,6,0.0%,0.103085
occur,2271,6,0.0%,0.103130
hunger,2272,6,0.0%,0.103176
compliance,2273,6,0.0%,0.103221
adjust,2274,6,0.0%,0.103267
gain,2275,6,0.0%,0.103312
unjust,2276,6,0.0%,0.103357
rates,2277,6,0.0%,0.103403
acquired,2278,6,0.0%,0.103448
hear,2279,6,0.0%,0.103494
treason,2280,6,0.0%,0.103539
resolved,2281,6,0.0%,0.103585
darkness,2282,6,0.0%,0.103630
possibility,2283,6,0.0%,0.103675
fitness,2284,6,0.0%,0.103721
prudence,2285,6,0.0%,0.103766
savings,2286,6,0.0%,0.103812
incoming,2287,6,0.0%,0.103857
comforts,2288,6,0.0%,0.103902
withheld,2289,6,0.0%,0.103948
gained,2290,6,0.0%,0.103993
addition,2291,6,0.0%,0.104039
major,2292,6,0.0%,0.104084
confederated,2293,6,0.0%,0.104129
civility,2294,6,0.0%,0.104175
excuse,2295,6,0.0%,0.104220
judges,2296,6,0.0%,0.104266
following,2297,6,0.0%,0.104311
patient,2298,6,0.0%,0.104357
bounds,2299,6,0.0%,0.104402
proceeding,2300,6,0.0%,0.104447
defending,2301,6,0.0%,0.104493
patriots,2302,6,0.0%,0.104538
portions,2303,6,0.0%,0.104584
shield,2304,6,0.0%,0.104629
patronage,2305,6,0.0%,0.104674
charity,2306,6,0.0%,0.104720
spend,2307,6,0.0%,0.104765
rejected,2308,6,0.0%,0.104811
ended,2309,5,0.0%,0.087380
awaits,2310,5,0.0%,0.087418
attainment,2311,5,0.0%,0.087456
believes,2312,5,0.0%,0.087494
deficiency,2313,5,0.0%,0.087531
space,2314,5,0.0%,0.087569
deserving,2315,5,0.0%,0.087607
secondary,2316,5,0.0%,0.087645
environment,2317,5,0.0%,0.087683
isolation,2318,5,0.0%,0.087721
controlled,2319,5,0.0%,0.087758
threatens,2320,5,0.0%,0.087796
repeated,2321,5,0.0%,0.087834
ashamed,2322,5,0.0%,0.087872
wave,2323,5,0.0%,0.087910
forty,2324,5,0.0%,0.087948
vicissitudes,2325,5,0.0%,0.087986
inspiring,2326,5,0.0%,0.088023
pretensions,2327,5,0.0%,0.088061
traditions,2328,5,0.0%,0.088099
food,2329,5,0.0%,0.088137
springs,2330,5,0.0%,0.088175
administrative,2331,5,0.0%,0.088213
negroes,2332,5,0.0%,0.088250
safeguard,2333,5,0.0%,0.088288
revealed,2334,5,0.0%,0.088326
safeguards,2335,5,0.0%,0.088364
endowed,2336,5,0.0%,0.088402
capitol,2337,5,0.0%,0.088440
choices,2338,5,0.0%,0.088477
invites,2339,5,0.0%,0.088515
died,2340,5,0.0%,0.088553
corrected,2341,5,0.0%,0.088591
earliest,2342,5,0.0%,0.088629
appointments,2343,5,0.0%,0.088667
roads,2344,5,0.0%,0.088705
goes,2345,5,0.0%,0.088742
cold,2346,5,0.0%,0.088780
key,2347,5,0.0%,0.088818
sons,2348,5,0.0%,0.088856
vicious,2349,5,0.0%,0.088894
demonstrated,2350,5,0.0%,0.088932
blind,2351,5,0.0%,0.088969
venture,2352,5,0.0%,0.089007
federative,2353,5,0.0%,0.089045
noblest,2354,5,0.0%,0.089083
leaving,2355,5,0.0%,0.089121
announce,2356,5,0.0%,0.089159
annual,2357,5,0.0%,0.089197
supplications,2358,5,0.0%,0.089234
aside,2359,5,0.0%,0.089272
pretext,2360,5,0.0%,0.089310
defenses,2361,5,0.0%,0.089348
uphold,2362,5,0.0%,0.089386
momentous,2363,5,0.0%,0.089424
suppression,2364,5,0.0%,0.089461
leaves,2365,5,0.0%,0.089499
domain,2366,5,0.0%,0.089537
association,2367,5,0.0%,0.089575
rightly,2368,5,0.0%,0.089613
celebrated,2369,5,0.0%,0.089651
besides,2370,5,0.0%,0.089688
votes,2371,5,0.0%,0.089726
voluntary,2372,5,0.0%,0.089764
joint,2373,5,0.0%,0.089802
gladly,2374,5,0.0%,0.089840
communication,2375,5,0.0%,0.089878
dependence,2376,5,0.0%,0.089916
facing,2377,5,0.0%,0.089953
probably,2378,5,0.0%,0.089991
stable,2379,5,0.0%,0.090029
assert,2380,5,0.0%,0.090067
apprehensions,2381,5,0.0%,0.090105
coin,2382,5,0.0%,0.090143
interested,2383,5,0.0%,0.090180
misunderstanding,2384,5,0.0%,0.090218
abilities,2385,5,0.0%,0.090256
duration,2386,5,0.0%,0.090294
conscientious,2387,5,0.0%,0.090332
volume,2388,5,0.0%,0.090370
xand,2389,5,0.0%,0.090407
paying,2390,5,0.0%,0.090445
ruler,2391,5,0.0%,0.090483
ownership,2392,5,0.0%,0.090521
inestimable,2393,5,0.0%,0.090559
driven,2394,5,0.0%,0.090597
statutes,2395,5,0.0%,0.090635
transferred,2396,5,0.0%,0.090672
concluded,2397,5,0.0%,0.090710
arrest,2398,5,0.0%,0.090748
really,2399,5,0.0%,0.090786
trusting,2400,5,0.0%,0.090824
slow,2401,5,0.0%,0.090862
passage,2402,5,0.0%,0.090899
dawn,2403,5,0.0%,0.090937
eighteenth,2404,5,0.0%,0.090975
stopped,2405,5,0.0%,0.091013
treated,2406,5,0.0%,0.091051
summon,2407,5,0.0%,0.091089
marvelous,2408,5,0.0%,0.091127
ensure,2409,5,0.0%,0.091164
neutral,2410,5,0.0%,0.091202
competency,2411,5,0.0%,0.091240
timeless,2412,5,0.0%,0.091278
possibilities,2413,5,0.0%,0.091316
commitments,2414,5,0.0%,0.091354
confined,2415,5,0.0%,0.091391
edge,2416,5,0.0%,0.091429
aboriginal,2417,5,0.0%,0.091467
simply,2418,5,0.0%,0.091505
helping,2419,5,0.0%,0.091543
revived,2420,5,0.0%,0.091581
contribution,2421,5,0.0%,0.091618
attempts,2422,5,0.0%,0.091656
animates,2423,5,0.0%,0.091694
doubts,2424,5,0.0%,0.091732
jobs,2425,5,0.0%,0.091770
fault,2426,5,0.0%,0.091808
overcome,2427,5,0.0%,0.091846
freed,2428,5,0.0%,0.091883
holding,2429,5,0.0%,0.091921
barriers,2430,5,0.0%,0.091959
harmonious,2431,5,0.0%,0.091997
fields,2432,5,0.0%,0.092035
genuine,2433,5,0.0%,0.092073
regret,2434,5,0.0%,0.092110
funds,2435,5,0.0%,0.092148
church,2436,5,0.0%,0.092186
distributed,2437,5,0.0%,0.092224
air,2438,5,0.0%,0.092262
grows,2439,5,0.0%,0.092300
proofs,2440,5,0.0%,0.092338
altered,2441,5,0.0%,0.092375
emancipation,2442,5,0.0%,0.092413
removal,2443,5,0.0%,0.092451
await,2444,5,0.0%,0.092489
estimate,2445,5,0.0%,0.092527
cuba,2446,5,0.0%,0.092565
marched,2447,5,0.0%,0.092602
unlimited,2448,5,0.0%,0.092640
memory,2449,5,0.0%,0.092678
collect,2450,5,0.0%,0.092716
hungry,2451,5,0.0%,0.092754
bosom,2452,5,0.0%,0.092792
impartial,2453,5,0.0%,0.092829
exhibited,2454,5,0.0%,0.092867
sell,2455,5,0.0%,0.092905
total,2456,5,0.0%,0.092943
claimed,2457,5,0.0%,0.092981
plenty,2458,5,0.0%,0.093019
largest,2459,5,0.0%,0.093057
risk,2460,5,0.0%,0.093094
breeze,2461,5,0.0%,0.093132
adjusted,2462,5,0.0%,0.093170
utter,2463,5,0.0%,0.093208
sympathies,2464,5,0.0%,0.093246
fabric,2465,5,0.0%,0.093284
prevented,2466,5,0.0%,0.093321
job,2467,5,0.0%,0.093359
nationality,2468,5,0.0%,0.093397
informed,2469,5,0.0%,0.093435
movements,2470,5,0.0%,0.093473
justify,2471,5,0.0%,0.093511
qualities,2472,5,0.0%,0.093548
majorities,2473,5,0.0%,0.093586
elect,2474,5,0.0%,0.093624
unprecedented,2475,5,0.0%,0.093662
suppose,2476,5,0.0%,0.093700
bodies,2477,5,0.0%,0.093738
corporations,2478,5,0.0%,0.093776
inadequate,2479,5,0.0%,0.093813
occurrences,2480,5,0.0%,0.093851
image,2481,5,0.0%,0.093889
courses,2482,5,0.0%,0.093927
farmers,2483,5,0.0%,0.093965
exertions,2484,5,0.0%,0.094003
declarations,2485,5,0.0%,0.094040
servitude,2486,5,0.0%,0.094078
whatsoever,2487,5,0.0%,0.094116
splendid,2488,5,0.0%,0.094154
anniversary,2489,5,0.0%,0.094192
amidst,2490,5,0.0%,0.094230
lived,2491,5,0.0%,0.094268
morality,2492,5,0.0%,0.094305
ills,2493,5,0.0%,0.094343
frankly,2494,5,0.0%,0.094381
appeals,2495,5,0.0%,0.094419
introduced,2496,5,0.0%,0.094457
zealous,2497,5,0.0%,0.094495
brethren,2498,5,0.0%,0.094532
wrought,2499,5,0.0%,0.094570
salutary,2500,5,0.0%,0.094608
temple,2501,5,0.0%,0.094646
wage,2502,5,0.0%,0.094684
preceding,2503,5,0.0%,0.094722
republicans,2504,5,0.0%,0.094759
majesty,2505,5,0.0%,0.094797
morals,2506,5,0.0%,0.094835
mistakes,2507,5,0.0%,0.094873
ports,2508,5,0.0%,0.094911
invariably,2509,5,0.0%,0.094949
dealings,2510,5,0.0%,0.094987
rising,2511,5,0.0%,0.095024
expressing,2512,5,0.0%,0.095062
strange,2513,5,0.0%,0.095100
head,2514,5,0.0%,0.095138
colored,2515,5,0.0%,0.095176
streets,2516,5,0.0%,0.095214
tendencies,2517,5,0.0%,0.095251
confided,2518,5,0.0%,0.095289
extinguished,2519,5,0.0%,0.095327
unlawful,2520,5,0.0%,0.095365
later,2521,5,0.0%,0.095403
transmit,2522,5,0.0%,0.095441
correction,2523,5,0.0%,0.095478
secures,2524,5,0.0%,0.095516
potent,2525,5,0.0%,0.095554
seaboard,2526,5,0.0%,0.095592
improved,2527,5,0.0%,0.095630
absence,2528,5,0.0%,0.095668
allow,2529,5,0.0%,0.095706
speedy,2530,5,0.0%,0.095743
door,2531,5,0.0%,0.095781
precedent,2532,5,0.0%,0.095819
pleasure,2533,5,0.0%,0.095857
controversy,2534,5,0.0%,0.095895
draw,2535,5,0.0%,0.095933
subordinate,2536,5,0.0%,0.095970
uncertainty,2537,5,0.0%,0.096008
anarchy,2538,5,0.0%,0.096046
tradition,2539,5,0.0%,0.096084
fullness,2540,5,0.0%,0.096122
beautiful,2541,5,0.0%,0.096160
completed,2542,5,0.0%,0.096198
pretense,2543,5,0.0%,0.096235
fitting,2544,5,0.0%,0.096273
hatreds,2545,5,0.0%,0.096311
creating,2546,5,0.0%,0.096349
colonies,2547,5,0.0%,0.096387
aggregate,2548,5,0.0%,0.096425
delay,2549,5,0.0%,0.096462
compose,2550,5,0.0%,0.096500
enlarge,2551,5,0.0%,0.096538
experienced,2552,5,0.0%,0.096576
domination,2553,5,0.0%,0.096614
guaranties,2554,5,0.0%,0.096652
matured,2555,5,0.0%,0.096689
contract,2556,5,0.0%,0.096727
frame,2557,5,0.0%,0.096765
bush,2558,5,0.0%,0.096803
dying,2559,5,0.0%,0.096841
comprehend,2560,5,0.0%,0.096879
jealous,2561,5,0.0%,0.096917
central,2562,5,0.0%,0.096954
suggestions,2563,5,0.0%,0.096992
questioned,2564,5,0.0%,0.097030
paths,2565,5,0.0%,0.097068
disbursement,2566,5,0.0%,0.097106
amply,2567,5,0.0%,0.097144
partisanship,2568,5,0.0%,0.097181
reposed,2569,5,0.0%,0.097219
metals,2570,5,0.0%,0.097257
lincoln,2571,5,0.0%,0.097295
cordial,2572,5,0.0%,0.097333
devote,2573,5,0.0%,0.097371
regards,2574,5,0.0%,0.097408
displayed,2575,5,0.0%,0.097446
scientific,2576,5,0.0%,0.097484
undiminished,2577,5,0.0%,0.097522
occasionally,2578,5,0.0%,0.097560
type,2579,5,0.0%,0.097598
level,2580,5,0.0%,0.097636
heroic,2581,5,0.0%,0.097673
unmistakable,2582,5,0.0%,0.097711
foe,2583,5,0.0%,0.097749
sorrow,2584,5,0.0%,0.097787
seldom,2585,5,0.0%,0.097825
dread,2586,5,0.0%,0.097863
active,2587,5,0.0%,0.097900
bills,2588,5,0.0%,0.097938
veneration,2589,5,0.0%,0.097976
theirs,2590,5,0.0%,0.098014
resumption,2591,5,0.0%,0.098052
distance,2592,5,0.0%,0.098090
potential,2593,5,0.0%,0.098128
corresponding,2594,5,0.0%,0.098165
resulting,2595,5,0.0%,0.098203
immigration,2596,5,0.0%,0.098241
unmindful,2597,5,0.0%,0.098279
aspect,2598,5,0.0%,0.098317
defects,2599,5,0.0%,0.098355
ruin,2600,5,0.0%,0.098392
mandate,2601,5,0.0%,0.098430
scope,2602,5,0.0%,0.098468
avoided,2603,5,0.0%,0.098506
economical,2604,5,0.0%,0.098544
tide,2605,5,0.0%,0.098582
rightfully,2606,5,0.0%,0.098619
valley,2607,5,0.0%,0.098657
remained,2608,5,0.0%,0.098695
treasure,2609,5,0.0%,0.098733
smaller,2610,5,0.0%,0.098771
procedure,2611,5,0.0%,0.098809
decided,2612,5,0.0%,0.098847
attainments,2613,5,0.0%,0.098884
columbia,2614,5,0.0%,0.098922
hours,2615,5,0.0%,0.098960
kindly,2616,5,0.0%,0.098998
rank,2617,5,0.0%,0.099036
lawfully,2618,5,0.0%,0.099074
designed,2619,5,0.0%,0.099111
characterize,2620,5,0.0%,0.099149
recall,2621,5,0.0%,0.099187
pleasing,2622,5,0.0%,0.099225
prudent,2623,5,0.0%,0.099263
imperatively,2624,5,0.0%,0.099301
going,2625,5,0.0%,0.099339
restraints,2626,5,0.0%,0.099376
replace,2627,5,0.0%,0.099414
furnished,2628,5,0.0%,0.099452
